timestamp,machine_id,operator_id,engine_hours,fuel_used_l,load_cycles,idling_time_min,seatbelt_status,distance_to_nearest_object_m,safety_alert_triggered,training_completed_recent
2026-07-31T02:21:56Z,M-04,OP-10,4873.0,20.8,81,0.0,Fastened,8.6,No,No
2026-07-31T05:04:06Z,M-08,OP-10,334.9,20.2,35,37.1,Fastened,11.4,No,No
2026-07-31T08:26:22Z,M-04,OP-07,845.7,10.6,13,67.0,Fastened,18.3,Yes,Yes
2026-07-31T14:28:05Z,M-03,OP-01,187.1,27.7,55,16.0,Fastened,4.8,No,Yes
2026-07-31T16:10:17Z,M-05,OP-03,184.9,18.6,96,10.0,Fastened,16.6,No,Yes
2026-07-31T18:54:01Z,M-02,OP-08,60.3,38.2,83,50.2,Fastened,3.3,Yes,No
2026-07-31T21:59:23Z,M-02,OP-04,2710.4,35.1,13,12.1,Fastened,14.5,No,Yes
2026-08-01T05:10:26Z,M-07,OP-14,3959.2,22.6,0,17.5,Fastened,18.9,No,Yes
2026-08-01T08:20:08Z,M-09,OP-03,4251.4,17.0,58,17.9,Fastened,11.6,No,Yes
2026-08-01T10:18:55Z,M-04,OP-10,4145.4,31.6,56,35.3,Fastened,5.6,No,No
2026-08-02T00:01:49Z,M-02,OP-13,4595.8,15.0,13,33.7,Fastened,8.5,No,Yes
2026-08-02T00:20:28Z,M-06,OP-11,852.0,32.1,80,24.8,Fastened,11.0,No,Yes
2026-08-02T04:39:10Z,M-05,OP-02,1352.7,18.2,66,19.9,Fastened,8.7,No,Yes
2026-08-02T05:15:55Z,M-09,OP-04,4911.8,47.6,11,13.9,Fastened,17.9,No,Yes
2026-08-02T12:37:26Z,M-08,OP-04,630.1,7.2,16,5.0,Fastened,8.4,No,Yes
2026-08-02T12:48:30Z,M-06,OP-04,4959.0,26.6,17,19.1,Fastened,10.6,No,Yes
2026-08-02T13:11:34Z,M-03,OP-14,4429.4,11.3,80,46.5,Fastened,8.2,Yes,Yes
2026-08-02T20:45:56Z,M-01,OP-02,4184.5,5.3,30,17.7,Fastened,19.9,No,Yes
2026-08-02T21:32:02Z,M-02,OP-06,2602.3,23.2,11,69.3,Fastened,8.2,Yes,No
2026-08-02T21:44:24Z,M-10,OP-05,559.2,41.6,58,15.7,Fastened,7.6,No,Yes
2026-08-02T22:57:20Z,M-04,OP-15,2857.6,13.9,88,11.7,Fastened,16.4,No,No
2026-08-03T01:20:42Z,M-02,OP-01,1551.6,38.9,32,26.1,Fastened,13.2,No,Yes
2026-08-03T01:25:16Z,M-09,OP-15,1001.4,4.2,75,22.7,Fastened,7.3,No,No
2026-08-03T02:03:27Z,M-05,OP-12,2359.0,16.1,36,10.8,Fastened,1.9,Yes,No
2026-08-03T04:45:19Z,M-07,OP-04,2654.3,12.4,41,17.9,Fastened,17.5,No,Yes
2026-08-03T06:14:32Z,M-02,OP-07,3723.9,41.0,16,62.0,Fastened,10.5,Yes,Yes
2026-08-03T14:14:57Z,M-10,OP-07,3094.6,38.0,60,73.8,Fastened,3.9,Yes,Yes
2026-08-03T16:25:12Z,M-06,OP-01,217.4,9.1,89,21.1,Fastened,11.6,No,Yes
2026-08-03T17:42:25Z,M-07,OP-01,1239.2,11.8,100,10.3,Fastened,14.1,No,Yes
2026-08-03T20:21:51Z,M-02,OP-07,1571.7,20.1,75,44.6,Fastened,19.9,No,Yes
2026-08-03T20:22:16Z,M-09,OP-11,4408.1,36.5,93,12.1,Fastened,12.8,No,Yes
2026-08-04T00:04:18Z,M-03,OP-06,4150.1,48.8,31,52.7,Fastened,4.6,Yes,No
2026-08-04T03:29:20Z,M-01,OP-03,4004.4,2.4,91,6.8,Fastened,16.2,No,Yes
2026-08-04T09:59:02Z,M-07,OP-10,444.6,1.2,6,42.8,Fastened,4.1,No,No
2026-08-04T09:59:44Z,M-05,OP-05,2722.7,24.5,44,14.0,Fastened,18.9,No,Yes
2026-08-04T20:48:37Z,M-07,OP-08,2549.2,15.6,57,53.6,Fastened,15.4,Yes,No
2026-08-04T23:02:07Z,M-08,OP-08,3073.7,20.9,97,64.1,Fastened,4.3,Yes,No
2026-08-05T01:53:55Z,M-02,OP-14,2766.0,17.2,33,6.7,Fastened,4.9,No,Yes
2026-08-05T04:51:16Z,M-06,OP-04,2711.8,8.3,7,16.0,Fastened,4.6,No,Yes
2026-08-05T15:29:03Z,M-05,OP-15,3138.8,26.9,56,29.9,Fastened,14.7,No,No
2026-08-05T15:43:19Z,M-08,OP-09,182.2,27.8,71,5.2,Fastened,15.8,No,No
2026-08-05T17:05:31Z,M-07,OP-05,3725.0,38.2,23,8.7,Fastened,18.7,No,Yes
2026-08-06T02:15:33Z,M-05,OP-08,3802.1,23.6,8,69.8,Fastened,7.0,Yes,No
2026-08-06T02:30:47Z,M-02,OP-02,2292.7,22.1,12,25.2,Fastened,1.6,Yes,Yes
2026-08-06T04:51:36Z,M-07,OP-01,1937.4,14.4,24,19.2,Fastened,8.3,No,Yes
2026-08-06T09:12:33Z,M-10,OP-14,3726.4,3.7,14,9.0,Fastened,9.6,No,Yes
2026-08-06T14:37:34Z,M-08,OP-12,1418.0,20.9,8,0.0,Unfastened,6.8,Yes,No
2026-08-07T01:39:18Z,M-08,OP-14,3791.5,19.6,21,25.4,Fastened,5.2,No,Yes
2026-08-07T05:49:52Z,M-08,OP-11,2264.4,46.3,21,34.7,Fastened,10.1,No,Yes
2026-08-07T13:08:11Z,M-06,OP-04,1022.0,37.2,79,24.9,Fastened,17.7,No,Yes
2026-08-07T16:20:38Z,M-01,OP-14,2421.1,39.0,77,34.3,Fastened,18.6,No,Yes
2026-08-07T20:29:09Z,M-05,OP-09,3032.7,35.5,42,42.2,Fastened,5.2,No,No
2026-08-07T20:58:30Z,M-07,OP-02,3913.1,39.8,73,19.1,Fastened,19.3,No,Yes
2026-08-07T21:16:05Z,M-09,OP-03,1481.8,20.4,53,6.2,Fastened,15.2,No,Yes
2026-08-08T00:38:39Z,M-06,OP-15,1056.0,9.4,2,20.5,Fastened,15.3,No,No
2026-08-08T02:10:36Z,M-09,OP-10,2503.3,49.5,5,13.5,Fastened,10.2,No,No
2026-08-08T06:41:56Z,M-07,OP-15,3522.3,3.9,81,19.7,Fastened,16.9,No,No
2026-08-08T10:39:30Z,M-10,OP-15,1684.9,33.1,29,6.9,Fastened,4.0,No,No
2026-08-08T11:13:02Z,M-02,OP-12,503.8,29.6,33,31.9,Unfastened,18.5,Yes,No
2026-08-08T21:07:08Z,M-02,OP-12,4566.9,25.9,32,36.5,Fastened,5.6,No,No
2026-08-09T07:04:52Z,M-02,OP-13,164.3,5.8,90,25.5,Fastened,13.0,No,Yes
2026-08-09T10:59:52Z,M-07,OP-12,553.8,4.0,83,15.4,Unfastened,4.4,Yes,No
2026-08-09T12:07:01Z,M-02,OP-04,1233.4,33.4,66,19.3,Unfastened,6.4,Yes,Yes
2026-08-09T18:53:59Z,M-08,OP-08,3937.8,31.6,10,63.5,Fastened,2.0,Yes,No
2026-08-09T21:32:03Z,M-10,OP-12,3747.6,48.8,0,40.4,Fastened,18.7,No,No
2026-08-10T07:00:46Z,M-10,OP-09,4477.5,21.7,12,24.7,Fastened,16.2,No,No
2026-08-10T07:52:20Z,M-02,OP-10,54.7,29.8,99,37.7,Fastened,13.1,No,No
2026-08-10T09:57:17Z,M-01,OP-10,2430.2,21.8,73,15.6,Unfastened,19.1,Yes,No
2026-08-10T10:23:57Z,M-01,OP-13,695.0,40.4,99,29.6,Fastened,16.8,No,Yes
2026-08-10T11:31:29Z,M-01,OP-13,700.9,48.0,31,21.0,Fastened,6.2,No,Yes
2026-08-10T12:59:56Z,M-03,OP-01,2160.5,31.4,14,17.0,Fastened,17.6,No,Yes
2026-08-10T14:36:23Z,M-09,OP-07,4333.0,37.3,74,61.5,Fastened,3.9,Yes,Yes
2026-08-10T16:44:47Z,M-09,OP-05,3751.3,23.2,31,23.7,Fastened,7.4,No,Yes
2026-08-10T18:55:19Z,M-04,OP-01,4684.1,12.0,3,15.5,Fastened,4.6,No,Yes
2026-08-10T19:45:28Z,M-04,OP-15,3771.8,42.6,90,30.6,Fastened,17.7,No,No
2026-08-10T20:30:23Z,M-09,OP-15,4534.5,28.7,66,29.3,Fastened,15.1,No,No
2026-08-11T00:05:53Z,M-04,OP-04,1390.6,10.1,69,0.4,Fastened,4.7,No,Yes
2026-08-11T01:06:14Z,M-03,OP-10,3019.7,19.8,26,40.1,Unfastened,14.5,Yes,No
2026-08-11T03:00:30Z,M-07,OP-01,618.8,46.4,8,5.5,Fastened,15.2,No,Yes
2026-08-11T04:55:53Z,M-08,OP-05,2456.3,44.7,27,4.5,Fastened,8.5,No,Yes
2026-08-11T07:23:00Z,M-02,OP-01,4467.2,25.9,47,10.8,Fastened,18.2,No,Yes
2026-08-12T02:23:28Z,M-07,OP-15,1181.3,14.2,53,19.0,Fastened,11.6,No,No
2026-08-12T03:06:50Z,M-06,OP-09,2989.3,40.8,1,24.7,Fastened,12.6,No,No
2026-08-12T10:53:34Z,M-04,OP-10,1841.2,2.5,59,15.6,Fastened,17.7,No,No
2026-08-12T13:50:31Z,M-08,OP-12,716.5,14.4,25,7.9,Unfastened,0.7,Yes,No
2026-08-12T17:31:10Z,M-03,OP-11,403.9,44.1,40,28.0,Fastened,1.1,Yes,Yes
2026-08-12T19:26:14Z,M-05,OP-14,2482.8,40.5,86,27.9,Fastened,2.1,Yes,Yes
2026-08-13T01:18:53Z,M-10,OP-03,3910.0,43.3,7,23.4,Fastened,18.4,No,Yes
2026-08-13T05:46:25Z,M-03,OP-12,3068.0,13.9,93,26.3,Fastened,15.1,No,No
2026-08-13T09:31:22Z,M-10,OP-03,3204.4,0.5,68,30.9,Fastened,14.7,No,Yes
2026-08-14T02:01:14Z,M-03,OP-14,3382.0,37.3,56,16.0,Fastened,12.6,No,Yes
2026-08-14T06:49:03Z,M-03,OP-02,200.8,10.1,85,9.3,Fastened,16.1,No,Yes
2026-08-14T08:06:46Z,M-04,OP-13,675.3,22.1,0,40.1,Fastened,8.6,No,Yes
2026-08-14T10:51:02Z,M-05,OP-08,2234.2,20.5,61,43.6,Fastened,14.5,No,No
2026-08-14T10:53:57Z,M-08,OP-10,3786.7,41.4,77,48.3,Fastened,4.2,Yes,No
2026-08-14T12:08:52Z,M-06,OP-01,660.5,30.7,64,14.5,Fastened,6.4,No,Yes
2026-08-14T12:40:02Z,M-04,OP-04,4807.7,8.9,52,10.5,Fastened,9.7,No,Yes
2026-08-14T17:25:00Z,M-03,OP-03,2006.8,44.8,61,24.2,Fastened,1.8,Yes,Yes
2026-08-14T19:12:23Z,M-04,OP-05,5.3,10.6,60,16.6,Fastened,12.6,No,Yes
2026-08-14T21:24:46Z,M-02,OP-07,2059.2,20.2,24,51.6,Fastened,13.9,Yes,Yes
2026-08-15T02:29:17Z,M-10,OP-12,3232.1,9.3,96,7.0,Fastened,13.9,No,No
2026-08-15T02:35:34Z,M-01,OP-09,1776.1,17.4,30,27.6,Fastened,6.1,No,No
2026-08-15T16:07:51Z,M-08,OP-03,4512.8,39.4,47,12.8,Fastened,19.9,No,Yes
2026-08-15T21:08:30Z,M-03,OP-01,4070.1,8.3,33,15.0,Fastened,16.3,No,Yes
2026-08-16T02:32:13Z,M-05,OP-10,1316.6,20.9,15,37.6,Fastened,18.1,No,No
2026-08-16T03:32:19Z,M-07,OP-01,3903.6,22.9,51,15.6,Fastened,2.5,Yes,Yes
2026-08-16T05:40:41Z,M-10,OP-12,4896.2,4.9,83,38.6,Fastened,11.0,No,No
2026-08-16T09:38:14Z,M-01,OP-08,4425.5,24.5,85,61.0,Fastened,19.2,Yes,No
2026-08-17T02:02:42Z,M-08,OP-11,502.6,15.8,2,45.6,Fastened,11.9,Yes,Yes
2026-08-17T02:36:15Z,M-07,OP-07,4440.3,40.6,5,25.4,Fastened,10.6,No,Yes
2026-08-17T03:56:24Z,M-02,OP-05,4997.1,25.8,10,12.1,Fastened,14.7,No,Yes
2026-08-17T13:13:30Z,M-09,OP-15,4255.2,21.6,72,34.8,Fastened,11.1,No,No
2026-08-17T14:30:03Z,M-04,OP-03,2101.9,48.0,97,6.3,Fastened,1.6,Yes,Yes
2026-08-17T15:18:39Z,M-07,OP-13,2105.3,4.5,13,32.7,Unfastened,1.0,Yes,Yes
2026-08-17T15:51:42Z,M-05,OP-03,1694.3,9.6,26,10.4,Fastened,18.6,No,Yes
2026-08-17T17:18:35Z,M-04,OP-02,725.7,47.3,9,10.3,Fastened,16.3,No,Yes
2026-08-18T01:56:08Z,M-01,OP-11,3397.4,38.5,34,9.6,Fastened,12.9,No,Yes
2026-08-18T09:14:41Z,M-08,OP-10,3031.0,5.1,59,19.8,Fastened,16.4,No,No
2026-08-18T10:50:28Z,M-05,OP-14,1551.8,48.3,79,25.0,Fastened,16.5,No,Yes
2026-08-18T11:40:05Z,M-02,OP-14,3555.3,25.2,52,41.3,Fastened,18.7,No,Yes
2026-08-18T22:10:07Z,M-09,OP-11,1993.2,23.6,31,23.2,Fastened,10.9,No,Yes
2026-08-19T00:13:53Z,M-08,OP-10,1495.6,2.0,77,13.4,Fastened,15.0,No,No
2026-08-19T01:43:55Z,M-06,OP-12,1109.8,5.7,73,4.3,Fastened,13.4,No,No
2026-08-19T07:24:32Z,M-02,OP-02,2059.1,20.4,12,14.5,Fastened,10.3,No,Yes
2026-08-19T07:27:15Z,M-02,OP-04,2002.3,26.6,25,20.6,Fastened,8.5,No,Yes
2026-08-19T07:43:51Z,M-03,OP-14,3012.8,34.7,24,13.1,Fastened,8.6,No,Yes
2026-08-19T07:48:54Z,M-02,OP-06,1849.9,20.9,10,66.6,Fastened,19.7,Yes,No
2026-08-19T09:13:01Z,M-01,OP-08,2214.3,3.6,5,48.3,Unfastened,5.6,Yes,No
2026-08-19T09:53:27Z,M-01,OP-06,4543.0,39.6,93,76.4,Fastened,20.0,Yes,No
2026-08-19T11:39:27Z,M-02,OP-08,4052.6,35.6,35,51.6,Unfastened,13.9,Yes,No
2026-08-19T19:45:07Z,M-08,OP-14,939.3,2.0,7,18.7,Fastened,3.1,No,Yes
2026-08-19T19:47:07Z,M-02,OP-04,4750.3,17.1,93,7.0,Fastened,14.2,No,Yes
2026-08-19T21:37:44Z,M-06,OP-01,4792.8,24.1,47,9.5,Fastened,8.9,No,Yes
2026-08-19T21:48:12Z,M-09,OP-12,1222.4,44.1,50,45.9,Unfastened,1.2,Yes,No
2026-08-19T22:49:29Z,M-06,OP-08,359.3,25.8,50,73.7,Fastened,12.0,Yes,No
2026-08-20T00:26:44Z,M-02,OP-10,3670.1,41.4,27,21.0,Fastened,4.5,No,No
2026-08-20T01:36:26Z,M-02,OP-13,3739.5,17.7,61,10.3,Fastened,16.4,No,Yes
2026-08-20T08:08:00Z,M-02,OP-10,3765.4,44.6,100,23.5,Fastened,12.4,No,No
2026-08-20T12:05:28Z,M-07,OP-01,4021.8,23.4,64,6.4,Fastened,19.4,No,Yes
2026-08-20T15:21:28Z,M-10,OP-03,420.6,12.2,84,17.2,Fastened,11.3,No,Yes
2026-08-20T17:54:46Z,M-09,OP-10,2185.6,37.8,72,4.5,Fastened,19.3,No,No
2026-08-20T23:29:08Z,M-06,OP-10,1886.4,0.6,62,29.0,Fastened,2.9,Yes,No
2026-08-21T02:07:02Z,M-04,OP-10,2021.4,29.1,100,35.9,Fastened,11.2,No,No
2026-08-21T06:55:38Z,M-06,OP-08,4705.4,8.4,0,61.8,Fastened,3.5,Yes,No
2026-08-21T09:43:57Z,M-02,OP-15,2820.4,3.1,72,29.9,Fastened,16.6,No,No
2026-08-21T09:54:33Z,M-08,OP-10,2902.2,18.8,8,27.8,Fastened,6.4,No,No
2026-08-21T10:58:32Z,M-05,OP-13,396.6,34.8,30,31.3,Fastened,1.3,Yes,Yes
2026-08-21T11:50:07Z,M-03,OP-08,2771.4,31.1,31,70.5,Fastened,8.0,Yes,No
2026-08-21T12:04:31Z,M-08,OP-01,1334.9,16.6,55,19.9,Fastened,18.9,No,Yes
2026-08-21T13:47:00Z,M-01,OP-15,304.1,7.7,66,19.5,Fastened,7.1,No,No
2026-08-21T16:46:33Z,M-05,OP-06,802.9,38.7,0,61.5,Fastened,9.3,Yes,No
2026-08-21T17:44:39Z,M-05,OP-09,3757.6,25.4,8,37.1,Fastened,4.6,No,No
2026-08-21T21:34:33Z,M-02,OP-05,4142.7,35.5,46,5.7,Fastened,15.5,No,Yes
2026-08-22T00:25:15Z,M-07,OP-07,276.0,17.4,82,47.8,Unfastened,15.1,Yes,Yes
2026-08-22T03:20:30Z,M-04,OP-14,4923.0,12.4,53,13.2,Fastened,17.0,No,Yes
2026-08-22T04:25:11Z,M-06,OP-01,3173.6,27.7,9,12.1,Fastened,11.0,No,Yes
2026-08-22T12:19:48Z,M-05,OP-08,1014.0,33.0,81,62.1,Unfastened,18.4,Yes,No
2026-08-22T13:26:59Z,M-08,OP-12,3052.0,39.5,10,48.1,Unfastened,4.0,Yes,No
2026-08-22T15:06:14Z,M-05,OP-10,4133.9,27.3,4,49.9,Fastened,3.3,Yes,No
2026-08-22T19:35:10Z,M-06,OP-02,3130.1,18.0,70,12.0,Fastened,16.4,No,Yes
2026-08-23T04:28:53Z,M-01,OP-13,1459.5,3.2,19,47.1,Unfastened,18.9,Yes,Yes
2026-08-23T12:23:24Z,M-08,OP-09,3065.5,0.7,7,5.7,Fastened,11.8,No,No
2026-08-23T12:47:00Z,M-07,OP-15,2117.9,15.0,59,27.0,Unfastened,4.6,Yes,No
2026-08-23T13:07:57Z,M-06,OP-15,151.0,40.8,66,9.4,Fastened,16.7,No,No
2026-08-23T14:12:25Z,M-01,OP-11,809.3,4.7,31,6.7,Fastened,9.8,No,Yes
2026-08-23T14:56:25Z,M-07,OP-06,4859.0,35.2,85,35.5,Fastened,12.3,No,No
2026-08-23T22:02:11Z,M-07,OP-11,1927.1,41.8,71,44.1,Fastened,14.7,No,Yes
2026-08-24T00:44:15Z,M-05,OP-10,2313.0,21.0,83,18.5,Fastened,18.9,No,No
2026-08-24T01:20:21Z,M-03,OP-01,3262.9,40.2,55,23.1,Fastened,8.6,No,Yes
2026-08-24T01:20:31Z,M-09,OP-10,4849.7,8.6,51,27.5,Fastened,7.2,No,No
2026-08-24T10:15:13Z,M-04,OP-13,4108.9,7.9,19,13.7,Fastened,8.0,No,Yes
2026-08-24T10:53:16Z,M-02,OP-08,1516.0,22.0,53,54.3,Fastened,6.5,Yes,No
2026-08-24T11:11:42Z,M-08,OP-08,932.4,15.1,86,37.4,Fastened,9.6,No,No
2026-08-24T12:04:52Z,M-03,OP-11,2322.0,10.5,25,35.0,Fastened,13.7,No,Yes
2026-08-24T16:20:06Z,M-02,OP-03,254.8,5.6,64,8.5,Fastened,10.7,No,Yes
2026-08-24T18:20:31Z,M-04,OP-04,2648.7,26.8,24,11.8,Fastened,16.2,No,Yes
2026-08-24T20:02:32Z,M-02,OP-13,4390.0,40.6,41,21.6,Fastened,2.6,Yes,Yes
2026-08-24T22:00:02Z,M-10,OP-02,1572.3,41.9,51,24.0,Fastened,11.6,No,Yes
2026-08-24T22:11:01Z,M-06,OP-09,3968.4,2.9,71,23.5,Fastened,19.4,No,No
2026-08-25T00:03:25Z,M-02,OP-03,179.2,48.0,74,19.5,Fastened,19.2,No,Yes
2026-08-25T10:09:03Z,M-01,OP-01,3481.6,22.3,16,11.3,Fastened,5.7,No,Yes
2026-08-25T10:49:44Z,M-10,OP-10,3415.1,47.5,89,34.0,Fastened,16.9,No,No
2026-08-25T14:23:04Z,M-08,OP-07,1975.5,39.3,97,51.5,Fastened,11.5,Yes,Yes
2026-08-26T00:34:11Z,M-06,OP-01,722.6,5.2,17,12.3,Fastened,3.7,No,Yes
2026-08-26T03:49:57Z,M-10,OP-08,1294.2,25.2,26,57.6,Fastened,18.8,Yes,No
2026-08-26T20:36:20Z,M-06,OP-13,1619.1,5.3,64,23.1,Fastened,16.9,No,Yes
2026-08-26T20:38:23Z,M-08,OP-06,4111.1,32.4,64,62.1,Fastened,18.2,Yes,No
2026-08-26T22:29:07Z,M-08,OP-03,2324.9,48.9,24,11.0,Fastened,16.2,No,Yes
2026-08-26T23:19:10Z,M-01,OP-08,258.6,47.3,45,74.6,Fastened,19.6,Yes,No
2026-08-27T01:24:59Z,M-02,OP-08,1122.1,2.3,73,41.3,Fastened,8.1,No,No
2026-08-27T01:56:12Z,M-05,OP-13,3781.5,24.8,87,32.5,Fastened,11.4,No,Yes
2026-08-27T02:39:47Z,M-09,OP-02,2862.3,28.3,21,0.0,Fastened,10.1,No,Yes
2026-08-27T04:11:36Z,M-01,OP-13,3334.8,15.9,18,39.5,Fastened,12.5,No,Yes
2026-08-27T04:42:20Z,M-01,OP-14,1533.9,38.1,91,38.5,Fastened,17.6,No,Yes
2026-08-27T09:40:35Z,M-10,OP-04,3262.6,24.8,18,11.2,Fastened,3.8,No,Yes
2026-08-27T10:33:36Z,M-10,OP-07,926.9,23.2,24,80.1,Fastened,4.7,Yes,Yes
2026-08-27T13:39:01Z,M-06,OP-08,1425.6,16.8,15,32.8,Fastened,4.2,No,No
2026-08-27T16:52:51Z,M-09,OP-05,297.4,10.8,47,16.6,Fastened,11.0,No,Yes
2026-08-27T22:48:24Z,M-02,OP-13,2765.1,13.5,95,40.9,Fastened,18.0,No,Yes
2026-08-27T22:48:39Z,M-08,OP-01,3197.8,13.3,6,13.3,Fastened,17.6,No,Yes
2026-08-27T23:11:24Z,M-08,OP-06,3726.0,6.6,37,64.4,Fastened,15.5,Yes,No
2026-08-28T06:33:08Z,M-09,OP-12,965.0,27.1,27,20.8,Unfastened,8.6,Yes,No
2026-08-28T06:34:26Z,M-08,OP-11,2626.4,15.9,52,15.0,Fastened,15.7,No,Yes
2026-08-28T06:47:32Z,M-10,OP-05,2772.0,16.0,97,12.8,Fastened,12.7,No,Yes
2026-08-28T09:24:12Z,M-03,OP-11,3419.2,32.2,96,16.3,Fastened,10.7,No,Yes
2026-08-28T10:34:24Z,M-10,OP-08,3670.7,10.8,97,43.8,Fastened,6.7,No,No
2026-08-28T10:36:36Z,M-04,OP-12,4820.1,40.8,37,19.2,Fastened,2.3,Yes,No
2026-08-28T11:30:40Z,M-07,OP-08,1084.6,4.8,48,44.2,Fastened,19.4,No,No
2026-08-28T15:55:08Z,M-03,OP-12,4595.4,43.7,66,20.1,Fastened,6.5,No,No
2026-08-28T20:03:35Z,M-07,OP-07,2338.3,8.5,42,56.7,Fastened,15.1,Yes,Yes
2026-08-28T21:18:29Z,M-01,OP-12,797.5,33.7,94,27.9,Unfastened,14.2,Yes,No
2026-08-29T01:20:49Z,M-08,OP-04,458.6,33.4,91,19.8,Fastened,9.9,No,Yes
2026-08-29T18:37:19Z,M-02,OP-03,753.4,9.0,24,23.8,Fastened,15.8,No,Yes
2026-08-29T19:00:01Z,M-07,OP-11,1226.8,10.5,37,20.0,Fastened,2.5,Yes,Yes
2026-08-29T21:11:55Z,M-09,OP-13,4577.0,22.7,30,17.8,Fastened,1.8,Yes,Yes
2026-08-29T21:33:19Z,M-01,OP-05,3361.3,17.7,32,17.5,Fastened,10.8,No,Yes
2026-08-29T23:58:22Z,M-08,OP-13,4006.7,30.2,20,41.6,Unfastened,3.2,Yes,Yes
2026-08-30T02:15:38Z,M-01,OP-06,2964.8,11.4,51,51.8,Fastened,11.1,Yes,No
2026-08-30T05:16:41Z,M-09,OP-14,4545.3,46.6,44,11.3,Fastened,12.4,No,Yes
2026-08-30T05:37:22Z,M-09,OP-03,4206.0,13.0,23,13.9,Fastened,8.7,No,Yes
2026-08-30T13:03:21Z,M-09,OP-11,1713.0,14.4,67,44.6,Fastened,12.7,No,Yes
2026-08-30T16:35:51Z,M-08,OP-04,62.3,39.8,68,23.0,Fastened,19.7,No,Yes
2026-08-30T23:19:30Z,M-01,OP-05,4133.1,28.1,15,11.5,Fastened,7.4,No,Yes
2026-08-31T04:33:03Z,M-04,OP-15,286.5,10.6,92,37.9,Fastened,5.7,No,No
2026-08-31T05:52:21Z,M-02,OP-05,3165.7,46.3,81,24.9,Fastened,9.1,No,Yes
2026-08-31T11:02:03Z,M-05,OP-07,2760.8,41.8,99,74.8,Unfastened,11.4,Yes,Yes
